sensor_id,timestamp,aqi,traffic_density,energy_kwh
sensor_pasila,2024-01-15 14:00:00,54.8,0.07,284.3
sensor_kallio,2024-01-15 14:30:00,67.9,0.098,250.0
sensor_kamppi,2024-01-15 14:30:00,61.9,0.086,246.7
sensor_pasila,2024-01-15 14:30:00,44.8,0.065,282.9
sensor_kallio,2024-01-15 15:00:00,42.1,0.074,303.8
sensor_kamppi,2024-01-15 15:00:00,52.3,0.127,335.9
sensor_pasila,2024-01-15 15:00:00,46.3,0.13,295.4
sensor_kallio,2024-01-15 15:30:00,60.0,0.119,316.5
sensor_kamppi,2024-01-15 15:30:00,32.1,0.129,301.8
sensor_pasila,2024-01-15 15:30:00,44.9,0.075,299.1
sensor_kallio,2024-01-15 16:00:00,73.6,0.113,363.0
sensor_kamppi,2024-01-15 16:00:00,88.8,0.063,367.7
sensor_pasila,2024-01-15 16:00:00,63.5,0.117,373.4
sensor_kallio,2024-01-15 16:30:00,71.1,0.115,373.6
sensor_kamppi,2024-01-15 16:30:00,74.9,0.058,379.5
sensor_pasila,2024-01-15 16:30:00,78.8,0.134,356.7
sensor_kallio,2024-01-15 17:00:00,80.8,0.107,432.0
sensor_kamppi,2024-01-15 17:00:00,73.8,0.143,376.7
sensor_pasila,2024-01-15 17:00:00,63.0,0.116,403.8
sensor_kallio,2024-01-15 17:30:00,64.5,0.145,397.4
sensor_kamppi,2024-01-15 17:30:00,70.1,0.111,404.1
sensor_pasila,2024-01-15 17:30:00,55.4,0.044,403.4
sensor_kallio,2024-01-15 18:00:00,79.3,0.078,435.8
sensor_kamppi,2024-01-15 18:00:00,84.7,0.101,446.5
sensor_pasila,2024-01-15 18:00:00,65.5,0.075,419.2
sensor_kallio,2024-01-15 18:30:00,60.4,0.1,421.6
sensor_kamppi,2024-01-15 18:30:00,59.0,0.108,460.3
sensor_pasila,2024-01-15 18:30:00,75.7,0.079,442.0
sensor_kallio,2024-01-15 19:00:00,29.1,0.081,401.9
sensor_kamppi,2024-01-15 19:00:00,53.3,0.087,455.5
sensor_pasila,2024-01-15 19:00:00,30.7,0.03,470.5
sensor_kallio,2024-01-15 19:30:00,24.7,0.069,460.4
sensor_kamppi,2024-01-15 19:30:00,36.9,0.094,463.0
sensor_pasila,2024-01-15 19:30:00,34.6,0.124,411.6
sensor_kallio,2024-01-15 20:00:00,43.5,0.083,412.2
sensor_kamppi,2024-01-15 20:00:00,26.3,0.076,403.0
sensor_pasila,2024-01-15 20:00:00,38.1,0.093,412.5
sensor_kallio,2024-01-15 20:30:00,30.2,0.14,379.3
sensor_kamppi,2024-01-15 20:30:00,16.7,0.142,365.4
sensor_pasila,2024-01-15 20:30:00,42.1,0.1,417.3
sensor_kallio,2024-01-15 21:00:00,33.9,0.08,372.3
sensor_kamppi,2024-01-15 21:00:00,52.0,0.137,347.7
sensor_pasila,2024-01-15 21:00:00,37.8,0.065,357.6
sensor_kallio,2024-01-15 21:30:00,32.6,0.137,334.2
sensor_kamppi,2024-01-15 21:30:00,42.1,0.088,329.2
sensor_pasila,2024-01-15 21:30:00,36.6,0.088,321.9
sensor_kallio,2024-01-15 22:00:00,36.0,0.049,303.6
sensor_kamppi,2024-01-15 22:00:00,19.1,0.076,333.0
sensor_pasila,2024-01-15 22:00:00,33.6,0.055,306.7
sensor_kallio,2024-01-15 22:30:00,30.9,0.141,320.4
sensor_kamppi,2024-01-15 22:30:00,18.3,0.061,324.5
sensor_pasila,2024-01-15 22:30:00,34.2,0.082,298.7
sensor_kallio,2024-01-15 23:00:00,33.6,0.109,219.8
sensor_kamppi,2024-01-15 23:00:00,27.3,0.125,242.8
sensor_pasila,2024-01-15 23:00:00,34.4,0.063,277.1
sensor_kallio,2024-01-15 23:30:00,24.1,0.052,276.9
sensor_kamppi,2024-01-15 23:30:00,29.0,0.146,289.1
sensor_pasila,2024-01-15 23:30:00,22.1,0.11,292.1
sensor_kallio,2024-01-16 00:00:00,36.3,0.156,350.3
sensor_kamppi,2024-01-16 00:00:00,23.3,0.112,359.2
sensor_pasila,2024-01-16 00:00:00,36.8,0.08,280.7
sensor_kallio,2024-01-16 00:30:00,19.5,0.12,309.0
sensor_kamppi,2024-01-16 00:30:00,28.6,0.083,294.0
sensor_pasila,2024-01-16 00:30:00,33.5,0.099,319.8
sensor_kallio,2024-01-16 01:00:00,20.1,0.154,296.0
sensor_kamppi,2024-01-16 01:00:00,42.3,0.038,290.3
sensor_pasila,2024-01-16 01:00:00,24.4,0.113,295.7
sensor_kallio,2024-01-16 01:30:00,39.1,0.122,309.5
sensor_kamppi,2024-01-16 01:30:00,33.3,0.076,261.9
sensor_pasila,2024-01-16 01:30:00,31.7,0.125,251.2
sensor_kallio,2024-01-16 02:00:00,39.2,0.099,248.8
sensor_kamppi,2024-01-16 02:00:00,24.2,0.086,264.1
sensor_pasila,2024-01-16 02:00:00,32.5,0.123,225.8
sensor_kallio,2024-01-16 02:30:00,23.2,0.069,280.2
sensor_kamppi,2024-01-16 02:30:00,32.1,0.101,269.8
sensor_pasila,2024-01-16 02:30:00,36.8,0.084,229.5
sensor_kallio,2024-01-16 03:00:00,33.5,0.055,271.1
sensor_kamppi,2024-01-16 03:00:00,28.3,0.109,276.4
sensor_pasila,2024-01-16 03:00:00,34.2,0.119,329.2
sensor_kallio,2024-01-16 03:30:00,23.1,0.173,253.0
sensor_kamppi,2024-01-16 03:30:00,22.5,0.072,287.1
sensor_pasila,2024-01-16 03:30:00,37.1,0.082,260.9
sensor_kallio,2024-01-16 04:00:00,33.6,0.123,336.3
sensor_kamppi,2024-01-16 04:00:00,36.3,0.085,303.7
sensor_pasila,2024-01-16 04:00:00,27.4,0.104,318.9
sensor_kallio,2024-01-16 04:30:00,36.3,0.091,333.6
sensor_kamppi,2024-01-16 04:30:00,42.0,0.117,321.3
sensor_pasila,2024-01-16 04:30:00,39.6,0.145,283.8
sensor_kallio,2024-01-16 05:00:00,41.8,0.077,353.5
sensor_kamppi,2024-01-16 05:00:00,62.0,0.107,339.9
sensor_pasila,2024-01-16 05:00:00,41.6,0.171,375.6
sensor_kallio,2024-01-16 05:30:00,38.2,0.196,360.8
sensor_kamppi,2024-01-16 05:30:00,53.4,0.193,342.3
sensor_pasila,2024-01-16 05:30:00,34.5,0.161,365.7
sensor_kallio,2024-01-16 06:00:00,45.3,0.307,406.6
sensor_kamppi,2024-01-16 06:00:00,60.7,0.209,434.0
sensor_pasila,2024-01-16 06:00:00,46.4,0.295,389.1
sensor_kallio,2024-01-16 06:30:00,53.7,0.264,410.8
sensor_kamppi,2024-01-16 06:30:00,56.5,0.249,414.9
sensor_pasila,2024-01-16 06:30:00,46.7,0.312,399.3
sensor_kallio,2024-01-16 07:00:00,77.1,0.615,430.3
sensor_kamppi,2024-01-16 07:00:00,93.8,0.549,422.7
sensor_pasila,2024-01-16 07:00:00,79.0,0.577,417.6
sensor_kallio,2024-01-16 07:30:00,69.9,0.629,452.2
sensor_kamppi,2024-01-16 07:30:00,63.7,0.527,466.2
sensor_pasila,2024-01-16 07:30:00,74.2,0.571,418.2
sensor_kallio,2024-01-16 08:00:00,61.0,0.71,442.3
sensor_kamppi,2024-01-16 08:00:00,70.5,0.799,454.7
sensor_pasila,2024-01-16 08:00:00,72.5,0.722,462.1
sensor_kallio,2024-01-16 08:30:00,72.9,0.829,438.2
sensor_kamppi,2024-01-16 08:30:00,61.8,0.689,421.6
sensor_pasila,2024-01-16 08:30:00,82.7,0.743,386.3
sensor_kallio,2024-01-16 09:00:00,73.0,0.575,436.0
sensor_kamppi,2024-01-16 09:00:00,81.7,0.579,414.7
sensor_pasila,2024-01-16 09:00:00,88.5,0.615,393.8
sensor_kallio,2024-01-16 09:30:00,82.2,0.617,455.2
sensor_kamppi,2024-01-16 09:30:00,80.3,0.574,415.7
sensor_pasila,2024-01-16 09:30:00,75.0,0.588,392.5
sensor_kallio,2024-01-16 10:00:00,53.8,0.255,378.8
sensor_kamppi,2024-01-16 10:00:00,61.6,0.25,376.9
sensor_pasila,2024-01-16 10:00:00,50.8,0.341,382.0
sensor_kallio,2024-01-16 10:30:00,61.2,0.317,341.1
sensor_kamppi,2024-01-16 10:30:00,32.8,0.303,336.5
sensor_pasila,2024-01-16 10:30:00,54.5,0.254,377.6
sensor_kallio,2024-01-16 11:00:00,57.6,0.107,291.9
sensor_kamppi,2024-01-16 11:00:00,58.2,0.172,315.8
sensor_pasila,2024-01-16 11:00:00,50.5,0.15,306.7
sensor_kallio,2024-01-16 11:30:00,50.3,0.103,312.0
sensor_kamppi,2024-01-16 11:30:00,45.8,0.142,270.9
sensor_pasila,2024-01-16 11:30:00,58.2,0.128,312.8
sensor_kallio,2024-01-16 12:00:00,64.1,0.152,285.7
sensor_kamppi,2024-01-16 12:00:00,43.4,0.103,278.4
sensor_pasila,2024-01-16 12:00:00,54.9,0.11,288.9
sensor_kallio,2024-01-16 12:30:00,58.2,0.142,288.9
sensor_kamppi,2024-01-16 12:30:00,46.6,0.096,272.2
sensor_pasila,2024-01-16 12:30:00,55.7,0.091,272.2
sensor_kallio,2024-01-16 13:00:00,50.1,0.084,266.3
sensor_kamppi,2024-01-16 13:00:00,61.5,0.154,278.5
sensor_pasila,2024-01-16 13:00:00,50.4,0.139,229.4
sensor_kallio,2024-01-16 13:30:00,55.3,0.084,247.0
sensor_kamppi,2024-01-16 13:30:00,72.2,0.088,262.9
sensor_pasila,2024-01-16 13:30:00,55.3,0.1,230.8
sensor_kallio,2024-01-16 14:00:00,52.8,0.09,270.3
sensor_kamppi,2024-01-16 14:00:00,50.3,0.114,280.7
sensor_pasila,2024-01-16 14:00:00,42.9,0.107,307.7
sensor_kallio,2024-01-16 14:30:00,37.1,0.072,258.6
sensor_kamppi,2024-01-16 14:30:00,30.6,0.045,253.3
sensor_pasila,2024-01-16 14:30:00,56.2,0.089,253.8
sensor_kallio,2024-01-16 15:00:00,46.8,0.115,320.9
sensor_kamppi,2024-01-16 15:00:00,48.4,0.179,316.5
sensor_pasila,2024-01-16 15:00:00,50.2,0.084,294.0
sensor_kallio,2024-01-16 15:30:00,39.8,0.061,322.2
sensor_kamppi,2024-01-16 15:30:00,49.6,0.081,304.2
sensor_pasila,2024-01-16 15:30:00,53.3,0.094,311.9
sensor_kallio,2024-01-16 16:00:00,72.1,0.115,346.8
sensor_kamppi,2024-01-16 16:00:00,45.5,0.041,369.0
sensor_pasila,2024-01-16 16:00:00,67.2,0.09,327.6
sensor_kallio,2024-01-16 16:30:00,64.5,0.104,362.7
sensor_kamppi,2024-01-16 16:30:00,59.3,0.065,400.5
sensor_pasila,2024-01-16 16:30:00,68.9,0.097,335.1
sensor_kallio,2024-01-16 17:00:00,61.5,0.092,385.6
sensor_kamppi,2024-01-16 17:00:00,67.9,0.065,393.7
sensor_pasila,2024-01-16 17:00:00,63.0,0.05,377.0
sensor_kallio,2024-01-16 17:30:00,67.8,0.069,404.9
sensor_kamppi,2024-01-16 17:30:00,65.5,0.11,424.8
sensor_pasila,2024-01-16 17:30:00,63.8,0.065,412.5
sensor_kallio,2024-01-16 18:00:00,69.9,0.09,435.0
sensor_kamppi,2024-01-16 18:00:00,62.0,0.095,449.0
sensor_pasila,2024-01-16 18:00:00,61.9,0.118,444.6
sensor_kallio,2024-01-16 18:30:00,78.9,0.078,459.3
sensor_kamppi,2024-01-16 18:30:00,71.9,0.063,447.6
sensor_pasila,2024-01-16 18:30:00,67.0,0.082,387.1
sensor_kallio,2024-01-16 19:00:00,41.2,0.061,432.9
sensor_kamppi,2024-01-16 19:00:00,18.3,0.118,399.6
sensor_pasila,2024-01-16 19:00:00,33.1,0.083,436.2
sensor_kallio,2024-01-16 19:30:00,25.6,0.114,446.0
sensor_kamppi,2024-01-16 19:30:00,32.4,0.091,381.3
sensor_pasila,2024-01-16 19:30:00,44.0,0.093,449.3
sensor_kallio,2024-01-16 20:00:00,34.8,0.102,422.4
sensor_kamppi,2024-01-16 20:00:00,27.1,0.131,440.1
sensor_pasila,2024-01-16 20:00:00,34.5,0.095,428.1
sensor_kallio,2024-01-16 20:30:00,36.4,0.089,401.8
sensor_kamppi,2024-01-16 20:30:00,34.8,0.123,398.5
sensor_pasila,2024-01-16 20:30:00,37.5,0.159,420.4
sensor_kallio,2024-01-16 21:00:00,31.2,0.117,353.1
sensor_kamppi,2024-01-16 21:00:00,20.4,0.077,334.6
sensor_pasila,2024-01-16 21:00:00,36.4,0.086,324.9
sensor_kallio,2024-01-16 21:30:00,35.2,0.111,368.0
sensor_kamppi,2024-01-16 21:30:00,18.2,0.066,397.2
sensor_pasila,2024-01-16 21:30:00,28.6,0.114,364.4
sensor_kallio,2024-01-16 22:00:00,20.7,0.056,321.1
sensor_kamppi,2024-01-16 22:00:00,27.3,0.092,332.0
sensor_pasila,2024-01-16 22:00:00,22.3,0.098,334.6
sensor_kallio,2024-01-16 22:30:00,36.3,0.092,320.6
sensor_kamppi,2024-01-16 22:30:00,36.7,0.074,281.6
sensor_pasila,2024-01-16 22:30:00,34.7,0.102,347.6
sensor_kallio,2024-01-16 23:00:00,25.5,0.13,289.0
sensor_kamppi,2024-01-16 23:00:00,34.9,0.101,253.5
sensor_pasila,2024-01-16 23:00:00,28.5,0.085,272.9
sensor_kallio,2024-01-16 23:30:00,22.7,0.107,308.1
sensor_kamppi,2024-01-16 23:30:00,21.2,0.116,234.6
sensor_pasila,2024-01-16 23:30:00,32.5,0.108,254.2
sensor_kallio,2024-01-17 00:00:00,34.3,0.103,347.4
sensor_kamppi,2024-01-17 00:00:00,31.5,0.112,308.3
sensor_pasila,2024-01-17 00:00:00,24.8,0.178,314.8
sensor_kallio,2024-01-17 00:30:00,32.5,0.103,281.9
sensor_kamppi,2024-01-17 00:30:00,16.8,0.05,337.6
sensor_pasila,2024-01-17 00:30:00,32.9,0.09,282.6
sensor_kallio,2024-01-17 01:00:00,25.8,0.097,247.8
sensor_kamppi,2024-01-17 01:00:00,40.3,0.076,266.8
sensor_pasila,2024-01-17 01:00:00,31.1,0.034,288.6
sensor_kallio,2024-01-17 01:30:00,31.9,0.034,264.6
sensor_kamppi,2024-01-17 01:30:00,28.3,0.069,279.4
sensor_pasila,2024-01-17 01:30:00,37.6,0.11,244.2
sensor_kallio,2024-01-17 02:00:00,28.8,0.041,262.0
sensor_kamppi,2024-01-17 02:00:00,23.5,0.108,274.0
sensor_pasila,2024-01-17 02:00:00,37.9,0.106,252.9
sensor_kallio,2024-01-17 02:30:00,22.2,0.165,302.2
sensor_kamppi,2024-01-17 02:30:00,32.6,0.113,235.0
sensor_pasila,2024-01-17 02:30:00,31.6,0.101,246.2
sensor_kallio,2024-01-17 03:00:00,48.3,0.11,260.0
sensor_kamppi,2024-01-17 03:00:00,31.9,0.108,240.6
sensor_pasila,2024-01-17 03:00:00,38.4,0.099,290.4
sensor_kallio,2024-01-17 03:30:00,38.5,0.081,259.0
sensor_kamppi,2024-01-17 03:30:00,49.9,0.113,284.4
sensor_pasila,2024-01-17 03:30:00,39.0,0.098,250.5
sensor_kallio,2024-01-17 04:00:00,51.5,0.1,337.0
sensor_kamppi,2024-01-17 04:00:00,38.0,0.139,293.9
sensor_pasila,2024-01-17 04:00:00,32.3,0.097,301.5
sensor_kallio,2024-01-17 04:30:00,43.5,0.116,280.3
sensor_kamppi,2024-01-17 04:30:00,31.5,0.064,296.2
sensor_pasila,2024-01-17 04:30:00,38.4,0.087,334.5
sensor_kallio,2024-01-17 05:00:00,44.9,0.12,387.7
sensor_kamppi,2024-01-17 05:00:00,51.1,0.151,354.7
sensor_pasila,2024-01-17 05:00:00,51.7,0.169,340.5
sensor_kallio,2024-01-17 05:30:00,43.1,0.12,379.8
sensor_kamppi,2024-01-17 05:30:00,31.7,0.126,349.6
sensor_pasila,2024-01-17 05:30:00,44.4,0.114,362.1
sensor_kallio,2024-01-17 06:00:00,30.1,0.325,354.9
sensor_kamppi,2024-01-17 06:00:00,46.9,0.307,398.6
sensor_pasila,2024-01-17 06:00:00,50.6,0.333,430.1
sensor_kallio,2024-01-17 06:30:00,53.0,0.309,401.0
sensor_kamppi,2024-01-17 06:30:00,47.7,0.332,407.5
sensor_pasila,2024-01-17 06:30:00,33.1,0.249,444.6
sensor_kallio,2024-01-17 07:00:00,67.2,0.565,455.2
sensor_kamppi,2024-01-17 07:00:00,82.0,0.6,439.2
sensor_pasila,2024-01-17 07:00:00,62.4,0.65,428.7
sensor_kallio,2024-01-17 07:30:00,80.6,0.588,425.6
sensor_kamppi,2024-01-17 07:30:00,70.3,0.578,469.3
sensor_pasila,2024-01-17 07:30:00,66.5,0.595,472.4
sensor_kallio,2024-01-17 08:00:00,71.9,0.751,412.8
sensor_kamppi,2024-01-17 08:00:00,91.9,0.716,449.2
sensor_pasila,2024-01-17 08:00:00,65.7,0.724,440.8
sensor_kallio,2024-01-17 08:30:00,67.7,0.742,409.5
sensor_kamppi,2024-01-17 08:30:00,76.4,0.715,415.1
sensor_pasila,2024-01-17 08:30:00,76.8,0.693,448.9
sensor_kallio,2024-01-17 09:00:00,71.7,0.631,398.1
sensor_kamppi,2024-01-17 09:00:00,68.6,0.587,428.5
sensor_pasila,2024-01-17 09:00:00,65.2,0.564,433.7
sensor_kallio,2024-01-17 09:30:00,70.1,0.547,376.8
sensor_kamppi,2024-01-17 09:30:00,73.9,0.546,417.6
sensor_pasila,2024-01-17 09:30:00,69.9,0.569,404.7
sensor_kallio,2024-01-17 10:00:00,49.3,0.292,342.7
sensor_kamppi,2024-01-17 10:00:00,44.7,0.336,370.4
sensor_pasila,2024-01-17 10:00:00,55.7,0.331,370.0
sensor_kallio,2024-01-17 10:30:00,51.5,0.316,357.0
sensor_kamppi,2024-01-17 10:30:00,71.0,0.305,362.9
sensor_pasila,2024-01-17 10:30:00,61.4,0.324,347.9
sensor_kallio,2024-01-17 11:00:00,57.3,0.107,306.2
sensor_kamppi,2024-01-17 11:00:00,55.8,0.15,307.9
sensor_pasila,2024-01-17 11:00:00,49.2,0.157,322.3
sensor_kallio,2024-01-17 11:30:00,49.3,0.145,321.1
sensor_kamppi,2024-01-17 11:30:00,58.9,0.156,320.7
sensor_pasila,2024-01-17 11:30:00,57.0,0.167,320.3
sensor_kallio,2024-01-17 12:00:00,50.0,0.116,259.1
sensor_kamppi,2024-01-17 12:00:00,47.7,0.116,273.6
sensor_pasila,2024-01-17 12:00:00,50.2,0.123,257.3
sensor_kallio,2024-01-17 12:30:00,56.8,0.066,298.9
sensor_kamppi,2024-01-17 12:30:00,58.5,0.12,272.8
sensor_pasila,2024-01-17 12:30:00,47.0,0.056,273.9
sensor_kallio,2024-01-17 13:00:00,49.8,0.11,278.8
sensor_kamppi,2024-01-17 13:00:00,56.5,0.072,270.7
sensor_pasila,2024-01-17 13:00:00,49.3,0.112,270.0
sensor_kallio,2024-01-17 13:30:00,48.8,0.144,251.2
sensor_kamppi,2024-01-17 13:30:00,52.7,0.139,261.7
sensor_pasila,2024-01-17 13:30:00,48.2,0.09,262.6
sensor_kallio,2024-01-17 14:00:00,47.4,0.085,291.4
sensor_kamppi,2024-01-17 14:00:00,48.5,0.152,269.2
sensor_pasila,2024-01-17 14:00:00,45.4,0.093,291.1
sensor_kallio,2024-01-17 14:30:00,46.4,0.134,272.6
sensor_kamppi,2024-01-17 14:30:00,54.4,0.078,273.1
sensor_pasila,2024-01-17 14:30:00,50.5,0.131,263.1
sensor_kallio,2024-01-17 15:00:00,37.1,0.067,297.6
sensor_kamppi,2024-01-17 15:00:00,54.4,0.073,291.6
sensor_pasila,2024-01-17 15:00:00,46.5,0.099,309.4
sensor_kallio,2024-01-17 15:30:00,39.0,0.091,330.3
sensor_kamppi,2024-01-17 15:30:00,51.9,0.111,296.0
sensor_pasila,2024-01-17 15:30:00,46.6,0.063,322.6
sensor_kallio,2024-01-17 16:00:00,76.0,0.093,354.4
sensor_kamppi,2024-01-17 16:00:00,61.8,0.096,395.3
sensor_pasila,2024-01-17 16:00:00,66.5,0.107,380.1
sensor_kallio,2024-01-17 16:30:00,69.4,0.061,368.7
sensor_kamppi,2024-01-17 16:30:00,85.4,0.105,361.2
sensor_pasila,2024-01-17 16:30:00,69.9,0.036,368.3
sensor_kallio,2024-01-17 17:00:00,63.6,0.073,433.3
sensor_kamppi,2024-01-17 17:00:00,57.5,0.103,383.8
sensor_pasila,2024-01-17 17:00:00,68.7,0.058,413.0
sensor_kallio,2024-01-17 17:30:00,67.8,0.122,382.6
sensor_kamppi,2024-01-17 17:30:00,62.6,0.075,423.0
sensor_pasila,2024-01-17 17:30:00,58.3,0.088,418.3
sensor_kallio,2024-01-17 18:00:00,65.1,0.054,458.6
sensor_kamppi,2024-01-17 18:00:00,64.5,0.13,427.9
sensor_pasila,2024-01-17 18:00:00,64.1,0.106,427.5
sensor_kallio,2024-01-17 18:30:00,79.4,0.092,443.1
sensor_kamppi,2024-01-17 18:30:00,57.5,0.083,433.4
sensor_pasila,2024-01-17 18:30:00,60.3,0.072,437.1
sensor_kallio,2024-01-17 19:00:00,33.1,0.164,432.7
sensor_kamppi,2024-01-17 19:00:00,29.4,0.118,471.3
sensor_pasila,2024-01-17 19:00:00,28.0,0.137,415.1
sensor_kallio,2024-01-17 19:30:00,32.6,0.058,426.9
sensor_kamppi,2024-01-17 19:30:00,22.1,0.082,429.6
sensor_pasila,2024-01-17 19:30:00,35.3,0.108,441.6
sensor_kallio,2024-01-17 20:00:00,33.0,0.139,412.0
sensor_kamppi,2024-01-17 20:00:00,45.6,0.104,395.8
sensor_pasila,2024-01-17 20:00:00,26.7,0.02,399.9
sensor_kallio,2024-01-17 20:30:00,25.4,0.099,434.2
sensor_kamppi,2024-01-17 20:30:00,10.9,0.12,378.3
sensor_pasila,2024-01-17 20:30:00,24.2,0.167,423.7
sensor_kallio,2024-01-17 21:00:00,10.8,0.14,357.4
sensor_kamppi,2024-01-17 21:00:00,46.5,0.072,365.9
sensor_pasila,2024-01-17 21:00:00,32.2,0.038,364.5
sensor_kallio,2024-01-17 21:30:00,37.2,0.071,372.5
sensor_kamppi,2024-01-17 21:30:00,38.2,0.101,384.6
sensor_pasila,2024-01-17 21:30:00,34.8,0.148,367.1
sensor_kallio,2024-01-17 22:00:00,37.7,0.096,324.7
sensor_kamppi,2024-01-17 22:00:00,33.8,0.113,326.0
sensor_pasila,2024-01-17 22:00:00,28.8,0.09,275.1
sensor_kallio,2024-01-17 22:30:00,32.0,0.065,295.8
sensor_kamppi,2024-01-17 22:30:00,26.6,0.12,322.7
sensor_pasila,2024-01-17 22:30:00,32.7,0.095,316.8
sensor_kallio,2024-01-17 23:00:00,23.8,0.146,304.9
sensor_kamppi,2024-01-17 23:00:00,24.0,0.063,249.2
sensor_pasila,2024-01-17 23:00:00,25.4,0.072,278.5
sensor_kallio,2024-01-17 23:30:00,31.3,0.125,276.1
sensor_kamppi,2024-01-17 23:30:00,32.1,0.091,303.7
sensor_pasila,2024-01-17 23:30:00,38.1,0.076,278.5
sensor_kallio,2024-01-18 00:00:00,28.6,0.092,299.9
sensor_kamppi,2024-01-18 00:00:00,18.9,0.092,330.0
sensor_pasila,2024-01-18 00:00:00,37.3,0.128,314.1
sensor_kallio,2024-01-18 00:30:00,39.8,0.098,308.7
sensor_kamppi,2024-01-18 00:30:00,17.1,0.136,331.5
sensor_pasila,2024-01-18 00:30:00,25.7,0.062,351.0
sensor_kallio,2024-01-18 01:00:00,33.2,0.068,266.3
sensor_kamppi,2024-01-18 01:00:00,37.4,0.132,288.6
sensor_pasila,2024-01-18 01:00:00,39.7,0.122,281.5
sensor_kallio,2024-01-18 01:30:00,40.2,0.085,260.8
sensor_kamppi,2024-01-18 01:30:00,17.5,0.123,258.4
sensor_pasila,2024-01-18 01:30:00,32.9,0.103,265.7
sensor_kallio,2024-01-18 02:00:00,30.7,0.13,290.4
sensor_kamppi,2024-01-18 02:00:00,29.3,0.077,296.6
sensor_pasila,2024-01-18 02:00:00,34.0,0.083,251.4
sensor_kallio,2024-01-18 02:30:00,39.5,0.097,259.9
sensor_kamppi,2024-01-18 02:30:00,20.6,0.077,280.3
sensor_pasila,2024-01-18 02:30:00,35.6,0.13,224.0
sensor_kallio,2024-01-18 03:00:00,31.9,0.11,285.9
sensor_kamppi,2024-01-18 03:00:00,56.8,0.106,254.6
sensor_pasila,2024-01-18 03:00:00,32.2,0.06,299.3
sensor_kallio,2024-01-18 03:30:00,34.9,0.081,295.4
sensor_kamppi,2024-01-18 03:30:00,49.5,0.091,262.1
sensor_pasila,2024-01-18 03:30:00,37.5,0.05,282.4
sensor_kallio,2024-01-18 04:00:00,43.6,0.111,325.4
sensor_kamppi,2024-01-18 04:00:00,39.1,0.111,339.0
sensor_pasila,2024-01-18 04:00:00,39.5,0.154,328.4
sensor_kallio,2024-01-18 04:30:00,37.1,0.104,297.7
sensor_kamppi,2024-01-18 04:30:00,51.1,0.189,306.1
sensor_pasila,2024-01-18 04:30:00,40.4,0.12,313.1
sensor_kallio,2024-01-18 05:00:00,40.8,0.164,332.7
sensor_kamppi,2024-01-18 05:00:00,33.3,0.152,363.3
sensor_pasila,2024-01-18 05:00:00,43.0,0.163,385.9
sensor_kallio,2024-01-18 05:30:00,34.6,0.125,383.4
sensor_kamppi,2024-01-18 05:30:00,42.9,0.151,386.2
sensor_pasila,2024-01-18 05:30:00,32.8,0.19,365.9
sensor_kallio,2024-01-18 06:00:00,36.2,0.335,444.6
sensor_kamppi,2024-01-18 06:00:00,60.2,0.292,422.5
sensor_pasila,2024-01-18 06:00:00,47.8,0.258,459.8
sensor_kallio,2024-01-18 06:30:00,38.2,0.361,408.0
sensor_kamppi,2024-01-18 06:30:00,47.8,0.291,436.6
sensor_pasila,2024-01-18 06:30:00,54.1,0.304,396.1
sensor_kallio,2024-01-18 07:00:00,68.1,0.604,391.8
sensor_kamppi,2024-01-18 07:00:00,56.9,0.584,442.5
sensor_pasila,2024-01-18 07:00:00,70.6,0.571,401.9
sensor_kallio,2024-01-18 07:30:00,70.3,0.579,442.2
sensor_kamppi,2024-01-18 07:30:00,78.7,0.525,467.6
sensor_pasila,2024-01-18 07:30:00,62.4,0.599,427.3
sensor_kallio,2024-01-18 08:00:00,82.4,0.767,432.5
sensor_kamppi,2024-01-18 08:00:00,72.4,0.7,434.5
sensor_pasila,2024-01-18 08:00:00,71.8,0.722,414.0
sensor_kallio,2024-01-18 08:30:00,75.6,0.737,453.7
sensor_kamppi,2024-01-18 08:30:00,70.1,0.705,420.5
sensor_pasila,2024-01-18 08:30:00,75.6,0.695,462.6
sensor_kallio,2024-01-18 09:00:00,75.7,0.579,411.2
sensor_kamppi,2024-01-18 09:00:00,84.0,0.603,393.4
sensor_pasila,2024-01-18 09:00:00,73.8,0.643,366.4
sensor_kallio,2024-01-18 09:30:00,70.3,0.557,426.6
sensor_kamppi,2024-01-18 09:30:00,80.2,0.593,391.1
sensor_pasila,2024-01-18 09:30:00,79.0,0.555,397.3
sensor_kallio,2024-01-18 10:00:00,48.2,0.277,341.9
sensor_kamppi,2024-01-18 10:00:00,55.7,0.308,345.5
sensor_pasila,2024-01-18 10:00:00,51.3,0.312,364.9
sensor_kallio,2024-01-18 10:30:00,63.6,0.291,368.4
sensor_kamppi,2024-01-18 10:30:00,60.2,0.269,340.2
sensor_pasila,2024-01-18 10:30:00,46.7,0.311,357.9
sensor_kallio,2024-01-18 11:00:00,55.8,0.149,315.3
sensor_kamppi,2024-01-18 11:00:00,60.3,0.133,326.1
sensor_pasila,2024-01-18 11:00:00,57.0,0.104,306.4
sensor_kallio,2024-01-18 11:30:00,64.8,0.253,310.3
sensor_kamppi,2024-01-18 11:30:00,54.2,0.096,313.4
sensor_pasila,2024-01-18 11:30:00,53.7,0.128,346.6
sensor_kallio,2024-01-18 12:00:00,55.1,0.076,250.6
